item,itemLabel,twitter_username,user_id
http://www.wikidata.org/entity/Q175835,Sartorius,http://www.wikidata.org/entity/statement/Q175835-936212AE-DFA4-4716-9483-1AC81F15B743,3803526616
http://www.wikidata.org/entity/Q176400,Phoenix Contact,http://www.wikidata.org/entity/statement/Q176400-4E634295-F6FF-4C8D-9D24-12BE5DAEB00A,709337208415715328
http://www.wikidata.org/entity/Q178308,Gardena,http://www.wikidata.org/entity/statement/Q178308-bcaebc6b-4a7c-5ff5-8ff9-512ffd3b1665,229017407
http://www.wikidata.org/entity/Q184399,Zeeman,http://www.wikidata.org/entity/statement/Q184399-c5e31dc4-4397-752d-70bf-4a091845d10b,93022970
http://www.wikidata.org/entity/Q200932,1822direkt,http://www.wikidata.org/entity/statement/Q200932-7E3825D3-5357-4AA7-A399-5ED8F9881E6F,2192428056
http://www.wikidata.org/entity/Q201691,Beiersdorf AG,http://www.wikidata.org/entity/statement/Q201691-78A5F801-52C6-4AAF-8213-9AA79D8AA617,25287206
http://www.wikidata.org/entity/Q506252,Vapiano SE,http://www.wikidata.org/entity/statement/Q506252-f3435f6d-4185-ec74-b6fb-8e2ceda0709e,390095241
http://www.wikidata.org/entity/Q524989,NCR Corporation,http://www.wikidata.org/entity/statement/Q524989-8BC245CA-1EAC-44EE-98C5-4976CC01BFBE,26061631
http://www.wikidata.org/entity/Q535517,Wacker Chemie,http://www.wikidata.org/entity/statement/Q535517-DE4E850E-E528-490E-8C5B-59CD90A26B0F,1712255996
http://www.wikidata.org/entity/Q536133,Jack Wolfskin,http://www.wikidata.org/entity/statement/Q536133-ee797f8b-4939-f54d-d713-88a8fdc3b3bd,380422908
http://www.wikidata.org/entity/Q541909,Ergo Group,http://www.wikidata.org/entity/statement/Q541909-736b0952-48bf-806b-ee8a-61ef282ffbfe,2292805620
http://www.wikidata.org/entity/Q541909,Ergo Group,http://www.wikidata.org/entity/statement/Q541909-bdc139f4-4e0c-fe0b-793e-cc73600a0919,t2326816339
http://www.wikidata.org/entity/Q542376,Nestlé Purina PetCare,http://www.wikidata.org/entity/statement/Q542376-14baafd1-4538-a9e1-0e18-7c01942f39d9,357568963
http://www.wikidata.org/entity/Q552581,SAP SE,http://www.wikidata.org/entity/statement/Q552581-bb2b04e2-4590-fe16-aa48-20d991a4f29c,151496675
http://www.wikidata.org/entity/Q552581,SAP SE,http://www.wikidata.org/entity/statement/Q552581-e4df4377-4f67-c46d-359c-0ce31d62872c,76117579
http://www.wikidata.org/entity/Q552912,DB Schenker,http://www.wikidata.org/entity/statement/Q552912-8D8A01E4-E645-48D5-9FB0-0B4FCB70D31A,399925080
http://www.wikidata.org/entity/Q768501,Morphosys,http://www.wikidata.org/entity/statement/Q768501-2C17F1B0-9C71-47AC-B6F2-B3E527805D50,33467057
http://www.wikidata.org/entity/Q784721,Auto-Teile-Unger,http://www.wikidata.org/entity/statement/Q784721-167FB9AC-9D49-40CA-9829-4D8F93A22767,1044519380686655490
http://www.wikidata.org/entity/Q794939,B&B Hotels,http://www.wikidata.org/entity/statement/Q794939-b93735fc-461d-2805-c0e0-cbd491f24e25,341981294
http://www.wikidata.org/entity/Q691150,Staedtler,http://www.wikidata.org/entity/statement/Q691150-8CDC9E41-DE86-4DAE-A6DE-A4EE22F1B39B,166497428
http://www.wikidata.org/entity/Q692157,Experian,http://www.wikidata.org/entity/statement/Q692157-AA346CEE-F5E5-4CED-9979-6C1BCDB11C53,85951959
http://www.wikidata.org/entity/Q692157,Experian,http://www.wikidata.org/entity/statement/Q692157-b44e9626-42cb-5511-5ccd-74ee170bb53e,132518473
http://www.wikidata.org/entity/Q697136,Ravensburger,http://www.wikidata.org/entity/statement/Q697136-0b9def26-4177-aa07-c2de-bda3ee65e859,531401378
http://www.wikidata.org/entity/Q697136,Ravensburger,http://www.wikidata.org/entity/statement/Q697136-642a1ac9-4969-679b-2128-290529a303e6,1138514272063877120
http://www.wikidata.org/entity/Q699532,Boehringer Ingelheim,http://www.wikidata.org/entity/statement/Q699532-05cedf5d-4d7e-d6d3-22d4-fb824844aa76,17437735
http://www.wikidata.org/entity/Q699532,Boehringer Ingelheim,http://www.wikidata.org/entity/statement/Q699532-5D224114-5B14-421A-AE71-D30C7438B447,61008852
http://www.wikidata.org/entity/Q701088,GfK,http://www.wikidata.org/entity/statement/Q701088-15453E3E-26C1-4C86-8C90-26C40FF8A6FD,618986370
http://www.wikidata.org/entity/Q702394,Diebold Nixdorf AG,http://www.wikidata.org/entity/statement/Q702394-482f427d-450d-8298-c020-db8a1d0fc9af,82448453
http://www.wikidata.org/entity/Q702674,Wella,http://www.wikidata.org/entity/statement/Q702674-D9A40003-BAB3-471C-84AC-2FE6E01AF811,605298885
http://www.wikidata.org/entity/Q702845,Schleich,http://www.wikidata.org/entity/statement/Q702845-F17235B4-C8AE-4417-89D8-C1A6D3A4ED66,1872387998
http://www.wikidata.org/entity/Q704606,Makro,http://www.wikidata.org/entity/statement/Q704606-8983B5C3-F805-4315-83F1-8933896CA013,1962910536
http://www.wikidata.org/entity/Q705042,Villeroy & Boch,http://www.wikidata.org/entity/statement/Q705042-060EE3A5-33A2-4644-B5A7-49599BDA56D9,83943520
